"","ensemblGeneID","geneLength","geneName","geneBiotype"
"54018","ENSG00000277423",416,"AC069234.5","lncRNA"
"54019","ENSG00000277425",609,"AL121890.4","lncRNA"
"54020","ENSG00000277426",209,"AC006441.5","unprocessed_pseudogene"
"54021","ENSG00000277428",101,"Y_RNA","misc_RNA"
"54022","ENSG00000277435",705,"AC138649.2","processed_pseudogene"
"54023","ENSG00000277436",2098,"REXO1L5P","processed_pseudogene"
"54024","ENSG00000277437",61,"FP671120.2","miRNA"
"54025","ENSG00000277438",298,"KDM5DP1","processed_pseudogene"
"54026","ENSG00000277440",582,"AC012676.4","lncRNA"
"54027","ENSG00000277443",4296,"MARCKS","protein_coding"
"54028","ENSG00000277444",78,"AC009951.3","misc_RNA"
"54029","ENSG00000277446",294,"Metazoa_SRP","misc_RNA"
"54030","ENSG00000277447",319,"AP005431.1","processed_pseudogene"
"54031","ENSG00000277448",2753,"LINC02338","lncRNA"
"54032","ENSG00000277449",2648,"CEBPB-AS1","lncRNA"
"54033","ENSG00000277450",307,"AC002094.4","lncRNA"
"54034","ENSG00000277452",299,"RN7SL473P","misc_RNA"
"54035","ENSG00000277453",588,"AC010271.2","lncRNA"
"54036","ENSG00000277455",265,"Metazoa_SRP","misc_RNA"
"54037","ENSG00000277458",109,"AC007216.5","unprocessed_pseudogene"
"54038","ENSG00000277459",631,"AP001527.2","lncRNA"
"54039","ENSG00000277460",162,"AL031591.2","misc_RNA"
"54040","ENSG00000277462",4197,"ZNF670","protein_coding"
"54041","ENSG00000277463",423,"AC080038.2","lncRNA"
"54042","ENSG00000277465",120,"AL137067.1","misc_RNA"
"54043","ENSG00000277466",67,"AP006248.1","unprocessed_pseudogene"
"54044","ENSG00000277467",237,"RN7SL628P","misc_RNA"
"54045","ENSG00000277468",137,"AL133467.6","misc_RNA"
"54046","ENSG00000277469",337,"AC004080.10","misc_RNA"
"54047","ENSG00000277473",277,"Metazoa_SRP","misc_RNA"
"54048","ENSG00000277474",57,"MIR6894","miRNA"
"54049","ENSG00000277475",831,"AC213203.2","protein_coding"
"54050","ENSG00000277476",2735,"AC005332.5","lncRNA"
"54051","ENSG00000277478",84,"MIR6165","miRNA"
"54052","ENSG00000277479",228,"AL022345.3","unprocessed_pseudogene"
"54053","ENSG00000277481",5199,"PKD1L3","protein_coding"
"54054","ENSG00000277482",224,"AC090607.5","lncRNA"
"54055","ENSG00000277483",299,"RN7SL321P","misc_RNA"
"54056","ENSG00000277486",1635,"SAGE3P","unprocessed_pseudogene"
"54057","ENSG00000277488",87,"5S_rRNA","rRNA"
"54058","ENSG00000277490",487,"BX664608.1","processed_pseudogene"
"54059","ENSG00000277491",489,"AC087392.5","lncRNA"
"54060","ENSG00000277492",217,"AL627390.2","snoRNA"
"54061","ENSG00000277493",175,"AC139769.3","unprocessed_pseudogene"
"54062","ENSG00000277494",2257,"GPIHBP1","protein_coding"
"54063","ENSG00000277496",1807,"AL357033.4","lncRNA"
"54064","ENSG00000277498",2034,"AC107081.3","unprocessed_pseudogene"
"54065","ENSG00000277499",1594,"AL359854.1","processed_pseudogene"
"54066","ENSG00000277500",241,"AC026951.2","unprocessed_pseudogene"
"54067","ENSG00000277501",1095,"AC243571.2","lncRNA"
"54068","ENSG00000277502",182,"AC007383.4","misc_RNA"
"54069","ENSG00000277504",533,"AC010536.3","lncRNA"
"54070","ENSG00000277505",668,"AC116165.1","unprocessed_pseudogene"
"54071","ENSG00000277506",299,"RN7SL802P","misc_RNA"
"54072","ENSG00000277508",364,"BSNDP3","processed_pseudogene"
"54073","ENSG00000277509",437,"AC099669.1","processed_pseudogene"
"54074","ENSG00000277510",256,"Metazoa_SRP","misc_RNA"
"54075","ENSG00000277511",860,"AC116407.2","lncRNA"
"54076","ENSG00000277512",73,"SNORD65","snoRNA"
"54077","ENSG00000277513",412,"AL161637.1","processed_pseudogene"
"54078","ENSG00000277514",682,"OR52Q1P","unprocessed_pseudogene"
"54079","ENSG00000277515",237,"RN7SL495P","misc_RNA"
"54080","ENSG00000277519",318,"OFD1P16Y","unprocessed_pseudogene"
"54081","ENSG00000277521",84,"MIR8078","miRNA"
"54082","ENSG00000277524",124,"AC009014.3","misc_RNA"
"54083","ENSG00000277526",2214,"AC245123.1","lncRNA"
"54084","ENSG00000277527",2512,"LINC01796","lncRNA"
"54085","ENSG00000277529",751,"NF1P10","transcribed_unprocessed_pseudogene"
"54086","ENSG00000277531",4255,"PNMA8C","protein_coding"
"54087","ENSG00000277532",421,"AC025048.5","unprocessed_pseudogene"
"54088","ENSG00000277533",75,"MIR8077","miRNA"
"54089","ENSG00000277534",2821,"AC007996.1","lncRNA"
"54090","ENSG00000277535",1147,"AL772284.2","protein_coding"
"54091","ENSG00000277541",397,"ZNF630-AS1","lncRNA"
"54092","ENSG00000277542",81,"AC091179.4","misc_RNA"
"54093","ENSG00000277543",467,"AC026471.5","lncRNA"
"54094","ENSG00000277544",955,"AC104073.3","unprocessed_pseudogene"
"54095","ENSG00000277545",593,"AL356752.1","lncRNA"
"54096","ENSG00000277548",406,"AC018926.3","lncRNA"
"54097","ENSG00000277549",176,"AL359920.1","unprocessed_pseudogene"
"54098","ENSG00000277550",1438,"AL031651.1","lncRNA"
"54099","ENSG00000277553",165,"AC004080.11","misc_RNA"
"54100","ENSG00000277556",957,"OR13C5","protein_coding"
"54101","ENSG00000277558",583,"AL109923.1","lncRNA"
"54102","ENSG00000277559",1458,"AC018553.1","lncRNA"
"54103","ENSG00000277561",4116,"GOLGA8IP","transcribed_unprocessed_pseudogene"
"54104","ENSG00000277562",676,"AC010320.5","processed_pseudogene"
"54105","ENSG00000277563",88,"AC063961.1","misc_RNA"
"54106","ENSG00000277565",58,"AL109925.4","misc_RNA"
"54107","ENSG00000277566",577,"AC089999.2","lncRNA"
"54108","ENSG00000277568",156,"AC011375.1","misc_RNA"
"54109","ENSG00000277569",109,"MIR6134","miRNA"
"54110","ENSG00000277572",89,"AP001347.2","misc_RNA"
"54111","ENSG00000277575",944,"AL162233.1","processed_pseudogene"
"54112","ENSG00000277576",659,"AC110741.3","unprocessed_pseudogene"
"54113","ENSG00000277577",126,"AL353804.6","misc_RNA"
"54114","ENSG00000277578",277,"Metazoa_SRP","misc_RNA"
"54115","ENSG00000277579",411,"AC244093.3","lncRNA"
"54116","ENSG00000277581",522,"AL023803.3","lncRNA"
"54117","ENSG00000277582",247,"RN7SL428P","misc_RNA"
"54118","ENSG00000277583",111,"AC106873.7","misc_RNA"
"54119","ENSG00000277586",4329,"NEFL","protein_coding"
"54120","ENSG00000277587",508,"AC008759.3","lncRNA"
"54121","ENSG00000277588",64,"MIR6806","miRNA"
"54122","ENSG00000277589",710,"AC244093.4","lncRNA"
"54123","ENSG00000277590",99,"MIR7845","miRNA"
"54124","ENSG00000277591",299,"RN7SL575P","misc_RNA"
"54125","ENSG00000277592",277,"Metazoa_SRP","misc_RNA"
"54126","ENSG00000277595",559,"AC007546.1","lncRNA"
"54127","ENSG00000277597",426,"AC130343.2","lncRNA"
"54128","ENSG00000277598",235,"BX088702.1","processed_pseudogene"
"54129","ENSG00000277599",159,"AP000944.2","misc_RNA"
"54130","ENSG00000277602",242,"AC005363.2","lncRNA"
"54131","ENSG00000277604",95,"Y_RNA","misc_RNA"
"54132","ENSG00000277605",331,"Metazoa_SRP","misc_RNA"
"54133","ENSG00000277608",685,"AL365204.3","unprocessed_pseudogene"
"54134","ENSG00000277610",164,"RNVU1-4","snRNA"
"54135","ENSG00000277611",566,"Z98752.3","protein_coding"
"54136","ENSG00000277613",104,"U6","snRNA"
"54137","ENSG00000277617",260,"Metazoa_SRP","misc_RNA"
"54138","ENSG00000277618",280,"AL627230.2","processed_pseudogene"
"54139","ENSG00000277619",1374,"AC008406.3","lncRNA"
"54140","ENSG00000277621",390,"AC005277.2","lncRNA"
"54141","ENSG00000277628",253,"Metazoa_SRP","misc_RNA"
"54142","ENSG00000277630",2637,"BX072566.1","protein_coding"
"54143","ENSG00000277631",3116,"PGM5P3-AS1","lncRNA"
"54144","ENSG00000277632",1494,"CCL3","protein_coding"
"54145","ENSG00000277634",93,"Y_RNA","misc_RNA"
"54146","ENSG00000277635",260,"Metazoa_SRP","misc_RNA"
"54147","ENSG00000277636",75,"MIR8061","miRNA"
"54148","ENSG00000277637",237,"RN7SL469P","misc_RNA"
"54149","ENSG00000277639",1983,"AC007906.2","protein_coding"
"54150","ENSG00000277640",130,"AL445647.2","processed_pseudogene"
"54151","ENSG00000277646",1120,"AL353684.1","processed_pseudogene"
"54152","ENSG00000277647",111,"AC126755.5","unprocessed_pseudogene"
"54153","ENSG00000277651",481,"AL391261.4","lncRNA"
"54154","ENSG00000277653",150,"AL354709.2","misc_RNA"
"54155","ENSG00000277654",4344,"AC087633.2","transcribed_processed_pseudogene"
"54156","ENSG00000277655",451,"AC245407.1","unprocessed_pseudogene"
"54157","ENSG00000277661",876,"AL662791.2","lncRNA"
"54158","ENSG00000277662",497,"AL354696.1","lncRNA"
"54159","ENSG00000277666",600,"AC136352.3","protein_coding"
"54160","ENSG00000277668",264,"Metazoa_SRP","misc_RNA"
"54161","ENSG00000277670",263,"AC098657.3","unprocessed_pseudogene"
"54162","ENSG00000277671",90,"FP671120.3","misc_RNA"
"54163","ENSG00000277672",277,"AC011603.4","processed_pseudogene"
"54164","ENSG00000277675",775,"AC211486.5","lncRNA"
"54165","ENSG00000277677",283,"Metazoa_SRP","misc_RNA"
"54166","ENSG00000277678",146,"U1","snRNA"
"54167","ENSG00000277681",75,"MIR6739","miRNA"
"54168","ENSG00000277684",534,"AL392048.1","lncRNA"
"54169","ENSG00000277687",1175,"AL139407.1","lncRNA"
"54170","ENSG00000277688",508,"AC243585.2","lncRNA"
"54171","ENSG00000277689",90,"AL109925.5","misc_RNA"
"54172","ENSG00000277690",470,"AC023490.3","processed_pseudogene"
"54173","ENSG00000277692",682,"AL121583.1","lncRNA"
"54174","ENSG00000277693",2493,"AP003900.1","lncRNA"
"54175","ENSG00000277694",145,"AC004079.5","misc_RNA"
"54176","ENSG00000277695",522,"AC097478.3","lncRNA"
"54177","ENSG00000277698",60,"MIR6770-2","miRNA"
"54178","ENSG00000277701",4777,"AC159540.2","lncRNA"
"54179","ENSG00000277702",213,"AC239859.5","unprocessed_pseudogene"
"54180","ENSG00000277704",557,"AL445675.2","processed_pseudogene"
"54181","ENSG00000277705",247,"AC007450.3","processed_pseudogene"
"54182","ENSG00000277708",615,"PGBD4P2","unprocessed_pseudogene"
"54183","ENSG00000277710",693,"NBEAP5","transcribed_unprocessed_pseudogene"
"54184","ENSG00000277711",756,"AL591222.3","processed_pseudogene"
"54185","ENSG00000277713",67,"MIR6856","miRNA"
"54186","ENSG00000277715",2028,"AC079174.2","lncRNA"
"54187","ENSG00000277717",103,"U6","snRNA"
"54188","ENSG00000277718",199,"LINC02255","lncRNA"
"54189","ENSG00000277720",196,"AL031777.2","unprocessed_pseudogene"
"54190","ENSG00000277721",254,"Metazoa_SRP","misc_RNA"
"54191","ENSG00000277723",59,"MIR6827","miRNA"
"54192","ENSG00000277726",2205,"AL109811.3","protein_coding"
"54193","ENSG00000277728",464,"AC097641.2","lncRNA"
"54194","ENSG00000277732",201,"AC015599.2","misc_RNA"
"54195","ENSG00000277734",978,"TRAC","TR_C_gene"
"54196","ENSG00000277737",1042,"FP325317.1","unprocessed_pseudogene"
"54197","ENSG00000277738",758,"AC126175.2","lncRNA"
"54198","ENSG00000277739",153,"5_8S_rRNA","rRNA"
"54199","ENSG00000277740",289,"Metazoa_SRP","misc_RNA"
"54200","ENSG00000277741",1551,"GOLGA6L17P","transcribed_unprocessed_pseudogene"
"54201","ENSG00000277743",710,"AP005212.3","processed_pseudogene"
"54202","ENSG00000277744",449,"AC011462.4","lncRNA"
"54203","ENSG00000277745",591,"H2AFB3","protein_coding"
"54204","ENSG00000277746",297,"AC108706.1","processed_pseudogene"
"54205","ENSG00000277747",193,"AC133104.2","unprocessed_pseudogene"
"54206","ENSG00000277748",286,"AC006262.4","unprocessed_pseudogene"
"54207","ENSG00000277749",612,"AC023300.2","lncRNA"
"54208","ENSG00000277752",84,"AL137060.8","misc_RNA"
"54209","ENSG00000277754",216,"U3","snoRNA"
"54210","ENSG00000277755",254,"AC138649.3","processed_pseudogene"
"54211","ENSG00000277757",1219,"AL358394.3","lncRNA"
"54212","ENSG00000277758",5526,"FO681492.1","protein_coding"
"54213","ENSG00000277759",87,"MIR6719","miRNA"
"54214","ENSG00000277761",473,"AC136616.2","protein_coding"
"54215","ENSG00000277762",282,"RN7SL261P","misc_RNA"
"54216","ENSG00000277763",675,"AL138995.1","lncRNA"
"54217","ENSG00000277764",197,"AC007040.3","misc_RNA"
"54218","ENSG00000277766",536,"AC004790.1","unprocessed_pseudogene"
"54219","ENSG00000277767",1824,"AL442128.2","lncRNA"
"54220","ENSG00000277769",1240,"RBM22P4","processed_pseudogene"
"54221","ENSG00000277770",263,"AC137803.1","unprocessed_pseudogene"
"54222","ENSG00000277771",265,"Metazoa_SRP","misc_RNA"
"54223","ENSG00000277774",284,"RN7SL763P","misc_RNA"
"54224","ENSG00000277775",411,"HIST1H3F","protein_coding"
"54225","ENSG00000277777",101,"Y_RNA","misc_RNA"
"54226","ENSG00000277778",1980,"PGM5P2","transcribed_unprocessed_pseudogene"
"54227","ENSG00000277782",389,"AC068870.2","lncRNA"
"54228","ENSG00000277784",113,"MIR6786","miRNA"
"54229","ENSG00000277785",92,"SNORD116-21","snoRNA"
"54230","ENSG00000277790",161,"AC084781.2","lncRNA"
"54231","ENSG00000277791",1168,"PSMB3","protein_coding"
"54232","ENSG00000277794",273,"Metazoa_SRP","misc_RNA"
"54233","ENSG00000277795",1235,"AC244517.3","processed_pseudogene"
"54234","ENSG00000277797",2407,"AL359693.1","lncRNA"
"54235","ENSG00000277801",832,"AL138478.1","lncRNA"
"54236","ENSG00000277803",596,"AC099842.1","processed_pseudogene"
"54237","ENSG00000277806",634,"AC006213.4","lncRNA"
"54238","ENSG00000277809",324,"AC012354.9","misc_RNA"
"54239","ENSG00000277817",64,"MIR6738","miRNA"
"54240","ENSG00000277818",102,"Y_RNA","misc_RNA"
"54241","ENSG00000277825",721,"AC020917.3","lncRNA"
"54242","ENSG00000277826",160,"AL157858.2","misc_RNA"
"54243","ENSG00000277828",131,"AL137067.2","misc_RNA"
"54244","ENSG00000277829",549,"AL031651.2","lncRNA"
"54245","ENSG00000277830",198,"AL049766.2","misc_RNA"
"54246","ENSG00000277831",513,"AL138960.1","lncRNA"
"54247","ENSG00000277836",288,"AC141272.1","protein_coding"
"54248","ENSG00000277837",4980,"AC090340.1","lncRNA"
"54249","ENSG00000277840",690,"AC026368.1","lncRNA"
"54250","ENSG00000277841",82,"MIR5701-2","miRNA"
"54251","ENSG00000277842",58,"MIR6811","miRNA"
"54252","ENSG00000277846",70,"SNORD30","snoRNA"
"54253","ENSG00000277851",859,"LINC02391","lncRNA"
"54254","ENSG00000277852",398,"AC244255.1","unprocessed_pseudogene"
"54255","ENSG00000277855",820,"AC097634.3","lncRNA"
"54256","ENSG00000277856",294,"AC233755.2","protein_coding"
"54257","ENSG00000277858",348,"H2AFB2","protein_coding"
"54258","ENSG00000277859",266,"AC009014.4","misc_RNA"
"54259","ENSG00000277862",1447,"PRAMEF34P","unprocessed_pseudogene"
"54260","ENSG00000277863",950,"AL162574.1","lncRNA"
"54261","ENSG00000277864",127,"SCARNA15","scaRNA"
"54262","ENSG00000277865",4405,"GOLGA6L22","protein_coding"
"54263","ENSG00000277866",757,"AC022106.2","unprocessed_pseudogene"
"54264","ENSG00000277867",287,"AC138649.4","processed_pseudogene"
"54265","ENSG00000277869",229,"AL773524.1","processed_pseudogene"
"54266","ENSG00000277870",3580,"FAM230A","lncRNA"
"54267","ENSG00000277872",66,"MIR6817","miRNA"
"54268","ENSG00000277873",702,"AC131159.2","lncRNA"
"54269","ENSG00000277876",1211,"AC108359.1","unprocessed_pseudogene"
"54270","ENSG00000277878",162,"AC010385.3","processed_pseudogene"
"54271","ENSG00000277879",1553,"AL391988.1","lncRNA"
"54272","ENSG00000277880",344,"TRBV17","TR_V_gene"
"54273","ENSG00000277881",349,"AL645927.1","processed_pseudogene"
"54274","ENSG00000277882",206,"AL592295.2","processed_pseudogene"
"54275","ENSG00000277883",1785,"NLRP3P1","unprocessed_pseudogene"
"54276","ENSG00000277887",133,"SNORA50C","snoRNA"
"54277","ENSG00000277888",60,"MIR6846","miRNA"
"54278","ENSG00000277889",95,"MIR8081","miRNA"
"54279","ENSG00000277890",107,"U6","snRNA"
"54280","ENSG00000277892",63,"MIR6746","miRNA"
"54281","ENSG00000277893",4519,"SRD5A2","protein_coding"
"54282","ENSG00000277895",1311,"AC135279.4","lncRNA"
"54283","ENSG00000277899",709,"MLECP1","processed_pseudogene"
"54284","ENSG00000277900",283,"Metazoa_SRP","misc_RNA"
"54285","ENSG00000277901",431,"AL390037.1","lncRNA"
"54286","ENSG00000277903",191,"U2","snRNA"
"54287","ENSG00000277904",79,"MIR7850","miRNA"
"54288","ENSG00000277907",210,"AC024288.1","processed_pseudogene"
"54289","ENSG00000277911",256,"AC243773.2","lncRNA"
"54290","ENSG00000277912",82,"MIR8089","miRNA"
"54291","ENSG00000277913",120,"AL137060.9","misc_RNA"
"54292","ENSG00000277914",1455,"DDX6P2","processed_pseudogene"
"54293","ENSG00000277916",169,"AL357500.2","misc_RNA"
"54294","ENSG00000277918",164,"U1","snRNA"
"54295","ENSG00000277919",77,"MIR8067","miRNA"
"54296","ENSG00000277920",109,"AC138969.4","unprocessed_pseudogene"
"54297","ENSG00000277922",218,"AC004386.6","misc_RNA"
"54298","ENSG00000277925",438,"Telomerase-vert","misc_RNA"
"54299","ENSG00000277927",107,"U6","snRNA"
"54300","ENSG00000277930",844,"AC010722.1","lncRNA"
"54301","ENSG00000277932",2244,"OR52E5","protein_coding"
"54302","ENSG00000277935",546,"AC007527.2","lncRNA"
"54303","ENSG00000277938",2784,"AL035252.3","lncRNA"
"54304","ENSG00000277941",149,"Z99774.4","misc_RNA"
"54305","ENSG00000277942",80,"MIR8075","miRNA"
"54306","ENSG00000277945",301,"AC107308.1","lncRNA"
"54307","ENSG00000277946",298,"RN7SL478P","misc_RNA"
"54308","ENSG00000277947",218,"SNORD3D","snoRNA"
"54309","ENSG00000277948",187,"AC007435.2","misc_RNA"
"54310","ENSG00000277950",250,"Metazoa_SRP","misc_RNA"
"54311","ENSG00000277952",216,"AC092745.3","processed_pseudogene"
"54312","ENSG00000277954",4116,"AC092376.2","lncRNA"
"54313","ENSG00000277957",3519,"SENP3-EIF4A1","protein_coding"
"54314","ENSG00000277958",282,"Metazoa_SRP","misc_RNA"
"54315","ENSG00000277959",332,"AL162274.2","lncRNA"
"54316","ENSG00000277965",283,"Metazoa_SRP","misc_RNA"
"54317","ENSG00000277966",233,"AC004080.12","misc_RNA"
"54318","ENSG00000277967",87,"AL049766.3","misc_RNA"
"54319","ENSG00000277968",91,"AC091825.2","misc_RNA"
"54320","ENSG00000277969",2296,"AC006449.6","lncRNA"
"54321","ENSG00000277971",644,"AC007731.4","protein_coding"
"54322","ENSG00000277972",3118,"CISD3","protein_coding"
"54323","ENSG00000277973",383,"AL138828.2","processed_pseudogene"
"54324","ENSG00000277975",398,"CSTP2","unprocessed_pseudogene"
"54325","ENSG00000277977",97,"AC010332.1","unprocessed_pseudogene"
"54326","ENSG00000277978",382,"AC010542.5","lncRNA"
"54327","ENSG00000277981",770,"AL731556.2","unprocessed_pseudogene"
"54328","ENSG00000277984",703,"AP001264.1","unprocessed_pseudogene"
"54329","ENSG00000277985",137,"SNORA67","snoRNA"
"54330","ENSG00000277986",123,"U4","snRNA"
"54331","ENSG00000277987",2313,"LINC02351","lncRNA"
"54332","ENSG00000277988",397,"FAM30B","unprocessed_pseudogene"
"54333","ENSG00000277991",7778,"FP236241.1","lncRNA"
"54334","ENSG00000277994",97,"AC012531.7","misc_RNA"
"54335","ENSG00000277997",548,"AC079779.4","lncRNA"
"54336","ENSG00000277998",314,"AC107075.1","unprocessed_pseudogene"
"54337","ENSG00000277999",553,"AC009093.6","lncRNA"
"54338","ENSG00000278000",662,"AC139100.2","lncRNA"
"54339","ENSG00000278001",415,"AL591926.4","processed_pseudogene"
"54340","ENSG00000278002",1308,"AL627171.1","lncRNA"
"54341","ENSG00000278004",154,"AC009492.1","misc_RNA"
"54342","ENSG00000278007",241,"Metazoa_SRP","misc_RNA"
"54343","ENSG00000278008",3527,"PPP1R26P4","processed_pseudogene"
"54344","ENSG00000278009",114,"AL139099.3","unprocessed_pseudogene"
"54345","ENSG00000278010",95,"SNORA70","snoRNA"
"54346","ENSG00000278011",334,"AC024941.1","lncRNA"
"54347","ENSG00000278012",651,"AL031658.2","lncRNA"
"54348","ENSG00000278013",421,"AC245033.2","lncRNA"
"54349","ENSG00000278017",407,"AC064801.1","lncRNA"
"54350","ENSG00000278020",179,"AC004080.13","misc_RNA"
"54351","ENSG00000278022",459,"AC118658.1","lncRNA"
"54352","ENSG00000278023",1975,"RDM1","protein_coding"
"54353","ENSG00000278026",109,"AC117415.2","misc_RNA"
"54354","ENSG00000278028",112,"Y_RNA","misc_RNA"
"54355","ENSG00000278030",347,"TRBV7-9","TR_V_gene"
"54356","ENSG00000278034",72,"MIR6731","miRNA"
"54357","ENSG00000278035",447,"AL121895.2","lncRNA"
"54358","ENSG00000278038",113,"MIR6076","miRNA"
"54359","ENSG00000278039",85,"AL353804.7","misc_RNA"
"54360","ENSG00000278040",168,"AL158825.3","misc_RNA"
"54361","ENSG00000278041",3674,"AL133325.3","lncRNA"
"54362","ENSG00000278044",358,"AC023490.4","lncRNA"
"54363","ENSG00000278045",234,"AL049692.5","misc_RNA"
"54364","ENSG00000278048",191,"U2","snRNA"
"54365","ENSG00000278050",105,"AP000944.3","misc_RNA"
"54366","ENSG00000278052",500,"AC104985.2","lncRNA"
"54367","ENSG00000278053",9528,"DDX52","protein_coding"
"54368","ENSG00000278054",211,"AL591926.5","processed_pseudogene"
"54369","ENSG00000278055",235,"AC007938.6","misc_RNA"
"54370","ENSG00000278057",1862,"TEX28","protein_coding"
"54371","ENSG00000278058",804,"AC009159.3","lncRNA"
"54372","ENSG00000278060",473,"AC012366.1","lncRNA"
"54373","ENSG00000278066",603,"AC023491.1","pseudogene"
"54374","ENSG00000278068",906,"AL136317.3","processed_pseudogene"
"54375","ENSG00000278069",71,"MIR6072","miRNA"
"54376","ENSG00000278071",777,"AL161669.3","lncRNA"
"54377","ENSG00000278072",165,"AC108713.1","misc_RNA"
"54378","ENSG00000278073",61,"MIR6726","miRNA"
"54379","ENSG00000278075",349,"AC114341.1","lncRNA"
"54380","ENSG00000278077",211,"AL591926.6","processed_pseudogene"
"54381","ENSG00000278078",104,"AC025279.3","unprocessed_pseudogene"
"54382","ENSG00000278083",459,"AC013476.2","processed_pseudogene"
"54383","ENSG00000278084",145,"AC069503.3","lncRNA"
"54384","ENSG00000278085",1012,"CT45A8","protein_coding"
"54385","ENSG00000278089",82,"SNORD115-7","snoRNA"
"54386","ENSG00000278090",3243,"LUNAR1","lncRNA"
"54387","ENSG00000278095",572,"AC022509.4","lncRNA"
"54388","ENSG00000278097",247,"AC243829.5","lncRNA"
"54389","ENSG00000278098",76,"MIR7973-1","miRNA"
"54390","ENSG00000278099",165,"U1","snRNA"
"54391","ENSG00000278100",322,"Metazoa_SRP","misc_RNA"
"54392","ENSG00000278102",192,"AL138825.1","processed_pseudogene"
"54393","ENSG00000278103",76,"MIR8060","miRNA"
"54394","ENSG00000278104",68,"AL669914.3","misc_RNA"
"54395","ENSG00000278106",135,"AF254983.2","unprocessed_pseudogene"
"54396","ENSG00000278107",586,"AC027575.2","lncRNA"
"54397","ENSG00000278108",69,"MIR6757","miRNA"
"54398","ENSG00000278109",288,"Metazoa_SRP","misc_RNA"
"54399","ENSG00000278110",758,"SUSD2P2","unprocessed_pseudogene"
"54400","ENSG00000278112",467,"AC145423.3","lncRNA"
"54401","ENSG00000278113",168,"AL356754.2","misc_RNA"
"54402","ENSG00000278122",1049,"AQP7P5","unprocessed_pseudogene"
"54403","ENSG00000278123",91,"SNORD116-28","snoRNA"
"54404","ENSG00000278124",297,"RN7SL186P","misc_RNA"
"54405","ENSG00000278126",898,"AC139768.1","lncRNA"
"54406","ENSG00000278128",3508,"AL139093.1","transcribed_unprocessed_pseudogene"
"54407","ENSG00000278129",9110,"ZNF8","protein_coding"
"54408","ENSG00000278130",872,"AL591424.3","unprocessed_pseudogene"
"54409","ENSG00000278131",1779,"AC116050.1","unprocessed_pseudogene"
"54410","ENSG00000278133",756,"AC135050.6","lncRNA"
"54411","ENSG00000278135",95,"U2","snRNA"
"54412","ENSG00000278138",1026,"CLUHP11","unprocessed_pseudogene"
"54413","ENSG00000278139",1553,"AL358075.4","protein_coding"
"54414","ENSG00000278143",1530,"NF1P7","unprocessed_pseudogene"
"54415","ENSG00000278144",120,"AP000944.4","misc_RNA"
"54416","ENSG00000278146",249,"AC012409.4","lncRNA"
"54417","ENSG00000278147",341,"AL121809.2","lncRNA"
"54418","ENSG00000278151",119,"AC108065.2","misc_RNA"
"54419","ENSG00000278153",413,"AL121782.1","lncRNA"
"54420","ENSG00000278156",3457,"TSC22D1-AS1","lncRNA"
"54421","ENSG00000278158",235,"AP001059.3","lncRNA"
"54422","ENSG00000278159",85,"MIR8062","miRNA"
"54423","ENSG00000278160",630,"BX510359.7","unprocessed_pseudogene"
"54424","ENSG00000278171",256,"AL137028.2","processed_pseudogene"
"54425","ENSG00000278172",258,"Metazoa_SRP","misc_RNA"
"54426","ENSG00000278175",6628,"GLIDR","lncRNA"
"54427","ENSG00000278177",706,"AL354811.1","lncRNA"
"54428","ENSG00000278180",776,"AL451054.3","unprocessed_pseudogene"
"54429","ENSG00000278181",378,"AP000457.1","processed_pseudogene"
"54430","ENSG00000278182",270,"AC239860.2","unprocessed_pseudogene"
"54431","ENSG00000278184",1282,"NF1P11","unprocessed_pseudogene"
"54432","ENSG00000278192",1932,"AL118505.1","lncRNA"
"54433","ENSG00000278195",4677,"SSTR3","protein_coding"
"54434","ENSG00000278196",517,"IGLV2-8","IG_V_gene"
"54435","ENSG00000278198",1468,"AC011043.2","protein_coding"
"54436","ENSG00000278200",1048,"LINC01971","lncRNA"
"54437","ENSG00000278202",785,"AC243919.2","lncRNA"
"54438","ENSG00000278204",93,"MIR6857","miRNA"
"54439","ENSG00000278205",1652,"AC092447.10","unprocessed_pseudogene"
"54440","ENSG00000278206",2079,"AL031320.2","lncRNA"
"54441","ENSG00000278212",2104,"AC134878.2","transcribed_unprocessed_pseudogene"
"54442","ENSG00000278213",888,"CNTNAP3P5","unprocessed_pseudogene"
"54443","ENSG00000278214",2005,"LINC02139","lncRNA"
"54444","ENSG00000278215",121,"AP001318.3","processed_pseudogene"
"54445","ENSG00000278217",95,"AP000769.5","misc_RNA"
"54446","ENSG00000278218",186,"AC003657.1","misc_RNA"
"54447","ENSG00000278221",67,"MIR6511A2","miRNA"
"54448","ENSG00000278222",290,"RN7SL536P","misc_RNA"
"54449","ENSG00000278223",64,"MIR6783","miRNA"
"54450","ENSG00000278224",2718,"PRICKLE4","protein_coding"
"54451","ENSG00000278226",260,"Metazoa_SRP","misc_RNA"
"54452","ENSG00000278231",366,"AL133342.1","lncRNA"
"54453","ENSG00000278233",153,"RNA5-8SN2","rRNA"
"54454","ENSG00000278234",84,"U2","snRNA"
"54455","ENSG00000278236",172,"AC005076.2","misc_RNA"
"54456","ENSG00000278237",99,"AC025188.3","misc_RNA"
"54457","ENSG00000278238",557,"AL359513.1","lncRNA"
"54458","ENSG00000278239",2265,"AC243967.3","lncRNA"
